Output Power (W)	Diode 1 Current (A)	Diode 2 Temp (C)	Diode 2 Current (A)	LBO Set Temp (C)	Diode 2 Set Temp (C)	Diode 2 Max Current (A)	Diode 1 Set Temp (C)	Power Supply Hours (hr)	Baseplate Temp (C)	LBO Temp (C)	Diode 2 Photocell Voltage (V)	Set Power (W)	Diode 1 RCF	Diode 1 Temp (C)	Diode 1 Photocell Voltage (V)	Diode 2 Heatsink Temp (C)	Vanadate Temp (C)	Diode 1 Max Current (A)	Etalon Temp (C)	Current (A)	Diode 2 RCF	Laser Head Hours (hr)	Diode 2 Hours (hr)	Vanadate Set Temp (C)	Diode 1 Hours (hr)	Diode 1 Heatsink Temp (C)
2016-07-20 15:01:45.527541	1.98500000e+01	5.30000000e+01	2.14300000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49820000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.14500000e+01	3.25000000e+00	3.33200000e+01	3.00500000e+01	6.71600000e+01	4.49700000e+01	5.45700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.32200000e+01
2016-07-20 15:01:45.928831	1.97970000e+01	5.30000000e+01	2.12100000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.14500000e+01	3.24000000e+00	3.36000000e+01	3.00500000e+01	6.71600000e+01	4.49700000e+01	5.45700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.23800000e+01
2016-07-20 15:01:46.325778	2.01130000e+01	5.30000000e+01	2.08600000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49870000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.23300000e+01	3.20000000e+00	3.35700000e+01	3.00700000e+01	6.71600000e+01	4.49900000e+01	5.45600000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30700000e+01
2016-07-20 15:01:46.632628	1.99130000e+01	5.30000000e+01	2.08600000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49850000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20700000e+01	3.25000000e+00	3.29900000e+01	3.00400000e+01	6.71600000e+01	4.49700000e+01	5.45800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.31400000e+01
2016-07-20 15:01:47.039799	1.97760000e+01	5.30000000e+01	2.15400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49850000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20700000e+01	3.25000000e+00	3.31100000e+01	3.00600000e+01	6.71600000e+01	4.49700000e+01	5.45400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.34100000e+01
2016-07-20 15:01:47.440540	2.01340000e+01	5.30000000e+01	2.12600000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49770000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25100000e+01	3.24000000e+00	3.37000000e+01	3.00600000e+01	6.71600000e+01	4.49700000e+01	5.46300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.26100000e+01
2016-07-20 15:01:47.813753	2.03340000e+01	5.30000000e+01	2.15400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.23200000e+01	3.22000000e+00	3.40900000e+01	3.00400000e+01	6.71600000e+01	4.49700000e+01	5.46200000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.24700000e+01
2016-07-20 15:01:48.159743	1.98080000e+01	5.30000000e+01	2.15400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.22500000e+01	3.25000000e+00	3.27700000e+01	3.00400000e+01	6.71600000e+01	4.49800000e+01	5.46400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.32000000e+01
2016-07-20 15:01:48.566525	2.00500000e+01	5.30000000e+01	2.13200000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18700000e+01	3.25000000e+00	3.43400000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.46000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.29900000e+01
2016-07-20 15:01:48.967832	2.01760000e+01	5.30000000e+01	2.16400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49840000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18700000e+01	3.22000000e+00	3.31300000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.46000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.33500000e+01
2016-07-20 15:01:49.345685	1.98390000e+01	5.30000000e+01	2.09000000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25700000e+01	3.21000000e+00	3.34300000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.45400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.33600000e+01
2016-07-20 15:01:49.691473	2.01340000e+01	5.30000000e+01	2.09000000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17800000e+01	1.49770000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.27100000e+01	3.23000000e+00	3.34000000e+01	3.00700000e+01	6.71600000e+01	4.49800000e+01	5.45500000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.33200000e+01
2016-07-20 15:01:50.103544	1.99970000e+01	5.30000000e+01	2.12600000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49770000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.26500000e+01	3.22000000e+00	3.37800000e+01	3.00700000e+01	6.71600000e+01	4.49800000e+01	5.46200000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.31000000e+01
2016-07-20 15:01:50.476528	2.00180000e+01	5.30000000e+01	2.10500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.26500000e+01	3.20000000e+00	3.43200000e+01	3.00700000e+01	6.71600000e+01	4.49900000e+01	5.45800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.34800000e+01
2016-07-20 15:01:50.882672	1.99020000e+01	5.30000000e+01	2.14900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20100000e+01	3.21000000e+00	3.38800000e+01	3.00400000e+01	6.71600000e+01	4.49900000e+01	5.47400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.27500000e+01
2016-07-20 15:01:51.223728	1.99660000e+01	5.30000000e+01	2.06200000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20400000e+01	3.22000000e+00	3.37600000e+01	3.00400000e+01	6.71600000e+01	4.50100000e+01	5.45700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.27100000e+01
2016-07-20 15:01:51.601544	1.98710000e+01	5.30000000e+01	2.06200000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49850000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25000000e+01	3.23000000e+00	3.34000000e+01	3.00600000e+01	6.71600000e+01	4.50000000e+01	5.46000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30300000e+01
2016-07-20 15:01:52.002734	2.00500000e+01	5.30000000e+01	2.10500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18200000e+01	1.49850000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25000000e+01	3.24000000e+00	3.30100000e+01	3.00500000e+01	6.71600000e+01	4.49700000e+01	5.45000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.29300000e+01
2016-07-20 15:01:52.414651	2.00920000e+01	5.30000000e+01	2.09500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49860000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20700000e+01	3.22000000e+00	3.33400000e+01	3.00500000e+01	6.71600000e+01	4.49700000e+01	5.44900000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28800000e+01
2016-07-20 15:01:52.846485	1.98080000e+01	5.30000000e+01	2.11900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.14600000e+01	3.24000000e+00	3.37100000e+01	3.00500000e+01	6.71600000e+01	4.49700000e+01	5.44700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.24300000e+01
2016-07-20 15:01:53.158534	1.98500000e+01	5.30000000e+01	2.11900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49820000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.27500000e+01	3.20000000e+00	3.36400000e+01	3.00600000e+01	6.71600000e+01	4.49700000e+01	5.44800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.33800000e+01
2016-07-20 15:01:53.565509	1.99760000e+01	5.30000000e+01	2.15500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49820000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.27500000e+01	3.19000000e+00	3.36700000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.44500000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30900000e+01
2016-07-20 15:01:53.966557	1.98600000e+01	5.30000000e+01	2.13500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49770000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.15400000e+01	3.20000000e+00	3.40200000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.43300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30400000e+01
2016-07-20 15:01:54.383850	2.02500000e+01	5.30000000e+01	2.11500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17800000e+01	1.49690000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21600000e+01	3.22000000e+00	3.33800000e+01	3.00400000e+01	6.71600000e+01	4.49900000e+01	5.45100000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30600000e+01
2016-07-20 15:01:54.690503	1.98080000e+01	5.30000000e+01	2.11500000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49830000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21400000e+01	3.19000000e+00	3.38800000e+01	3.00500000e+01	6.71600000e+01	4.50200000e+01	5.44800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.20800000e+01
2016-07-20 15:01:55.097516	2.00500000e+01	5.30000000e+01	2.08600000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49830000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21400000e+01	3.21000000e+00	3.38300000e+01	3.00300000e+01	6.71600000e+01	4.49900000e+01	5.44300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.31600000e+01
2016-07-20 15:01:55.498783	2.01450000e+01	5.30000000e+01	2.08900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18200000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.24600000e+01	3.23000000e+00	3.37200000e+01	3.00300000e+01	6.71600000e+01	4.49900000e+01	5.44700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28700000e+01
2016-07-20 15:01:55.866596	1.99340000e+01	5.30000000e+01	2.14900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.19100000e+01	3.22000000e+00	3.35000000e+01	3.00500000e+01	6.71600000e+01	4.49900000e+01	5.44200000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.27100000e+01
2016-07-20 15:01:56.202506	2.00600000e+01	5.30000000e+01	2.14900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17600000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18700000e+01	3.21000000e+00	3.39500000e+01	3.00400000e+01	6.71600000e+01	4.49900000e+01	5.44700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30600000e+01
2016-07-20 15:01:56.598711	1.99340000e+01	5.30000000e+01	2.10700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18100000e+01	3.20000000e+00	3.40200000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.44200000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.31000000e+01
2016-07-20 15:01:56.971837	2.01240000e+01	5.30000000e+01	2.06800000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49820000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18100000e+01	3.19000000e+00	3.34100000e+01	3.00600000e+01	6.71600000e+01	4.49900000e+01	5.44100000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.21900000e+01
2016-07-20 15:01:57.373656	2.00180000e+01	5.30000000e+01	2.15700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.16500000e+01	3.21000000e+00	3.37600000e+01	3.00500000e+01	6.71600000e+01	4.49200000e+01	5.44800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.29800000e+01
2016-07-20 15:01:57.729499	2.00600000e+01	5.30000000e+01	2.15700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.14900000e+01	3.19000000e+00	3.37500000e+01	3.00400000e+01	6.71600000e+01	4.49700000e+01	5.43400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.26700000e+01
2016-07-20 15:01:58.139070	2.00500000e+01	5.30000000e+01	2.11200000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.17700000e+01	3.19000000e+00	3.40800000e+01	3.00200000e+01	6.71600000e+01	4.49700000e+01	5.42800000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.26100000e+01
2016-07-20 15:01:58.530479	1.99550000e+01	5.30000000e+01	2.14400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.17700000e+01	3.20000000e+00	3.42800000e+01	3.00200000e+01	6.71600000e+01	4.49700000e+01	5.43600000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.32700000e+01
2016-07-20 15:01:58.932471	1.99660000e+01	5.30000000e+01	2.10700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49810000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.16900000e+01	3.21000000e+00	3.29600000e+01	3.00200000e+01	6.71600000e+01	4.49700000e+01	5.44500000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.25300000e+01
2016-07-20 15:01:59.338674	2.01760000e+01	5.30000000e+01	2.10100000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.12100000e+01	3.22000000e+00	3.33700000e+01	3.00200000e+01	6.71600000e+01	4.50000000e+01	5.44500000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30800000e+01
2016-07-20 15:01:59.655805	1.99450000e+01	5.30000000e+01	2.10100000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49810000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.22400000e+01	3.24000000e+00	3.37900000e+01	3.00300000e+01	6.71600000e+01	4.50000000e+01	5.44000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.32800000e+01
2016-07-20 15:02:00.062510	2.01030000e+01	5.30000000e+01	2.09200000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49810000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.22400000e+01	3.25000000e+00	3.37900000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.44000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.29300000e+01
2016-07-20 15:02:00.464505	1.97340000e+01	5.30000000e+01	2.05400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.14400000e+01	3.24000000e+00	3.35600000e+01	3.00200000e+01	6.71600000e+01	4.49700000e+01	5.44300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.25400000e+01
2016-07-20 15:02:00.775837	1.98390000e+01	5.30000000e+01	2.11300000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17800000e+01	1.49740000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21200000e+01	3.26000000e+00	3.38400000e+01	3.00200000e+01	6.71600000e+01	4.49900000e+01	5.45000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30300000e+01
2016-07-20 15:02:01.182618	1.98810000e+01	5.30000000e+01	2.11300000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49830000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25200000e+01	3.22000000e+00	3.34100000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.44300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.24500000e+01
2016-07-20 15:02:01.589448	1.98390000e+01	5.30000000e+01	2.05900000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49830000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.25200000e+01	3.24000000e+00	3.32700000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.46000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28100000e+01
2016-07-20 15:02:01.996469	2.00500000e+01	5.30000000e+01	2.05300000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18100000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.17300000e+01	3.23000000e+00	3.30800000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.44400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.26800000e+01
2016-07-20 15:02:02.369487	2.01760000e+01	5.30000000e+01	2.10800000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.18000000e+01	1.49780000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.18500000e+01	3.26000000e+00	3.34200000e+01	3.00200000e+01	6.71600000e+01	4.49900000e+01	5.44000000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28600000e+01
2016-07-20 15:02:02.704617	1.98180000e+01	5.30000000e+01	2.10800000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20400000e+01	3.21000000e+00	3.36800000e+01	3.00400000e+01	6.71600000e+01	4.50000000e+01	5.44700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.34400000e+01
2016-07-20 15:02:03.106390	2.01450000e+01	5.30000000e+01	2.14300000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49800000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.20400000e+01	3.21000000e+00	3.36200000e+01	3.00000000e+01	6.71600000e+01	4.49800000e+01	5.44300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.30300000e+01
2016-07-20 15:02:03.483928	2.00500000e+01	5.30000000e+01	2.12400000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49770000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21300000e+01	3.21000000e+00	3.36100000e+01	3.00000000e+01	6.71600000e+01	4.49800000e+01	5.45400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.33000000e+01
2016-07-20 15:02:03.890492	1.99550000e+01	5.30000000e+01	2.12700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17900000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.17400000e+01	3.24000000e+00	3.31900000e+01	3.00000000e+01	6.71600000e+01	4.49700000e+01	5.44400000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28200000e+01
2016-07-20 15:02:04.237384	2.00500000e+01	5.30000000e+01	2.12700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49810000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.22100000e+01	3.23000000e+00	3.33400000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.44300000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.28700000e+01
2016-07-20 15:02:04.652397	2.00820000e+01	5.30000000e+01	2.17800000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49810000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21300000e+01	3.25000000e+00	3.31700000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.44700000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.27400000e+01
2016-07-20 15:02:05.025505	2.02290000e+01	5.30000000e+01	2.13700000e+01	4.90000000e+01	1.49800000e+02	2.11700000e+01	6.25600000e+01	2.20000000e+01	6.37596000e+03	3.17700000e+01	1.49790000e+02	5.00000000e+00	2.00000000e+01	0.00000000e+00	2.21300000e+01	3.22000000e+00	3.35400000e+01	3.00300000e+01	6.71600000e+01	4.49700000e+01	5.45600000e+01	0.00000000e+00	6.37596000e+03	4.02088000e+03	3.00000000e+01	2.74850000e+03	3.27700000e+01
